# Generated from UNIDATA/CaseFolding.txt.
0x00DF \x0073\x0073
0x0130 \x0069\x0307
0x0149 \x02BC\x006E
0x01F0 \x006A\x030C
0x0390 \x03B9\x0308\x0301
0x03B0 \x03C5\x0308\x0301
0x0587 \x0565\x0582
0x1E96 \x0068\x0331
0x1E97 \x0074\x0308
0x1E98 \x0077\x030A
0x1E99 \x0079\x030A
0x1E9A \x0061\x02BE
0x1E9E \x0073\x0073
0x1F50 \x03C5\x0313
0x1F52 \x03C5\x0313\x0300
0x1F54 \x03C5\x0313\x0301
0x1F56 \x03C5\x0313\x0342
0x1F80 \x1F00\x03B9
0x1F81 \x1F01\x03B9
0x1F82 \x1F02\x03B9
0x1F83 \x1F03\x03B9
0x1F84 \x1F04\x03B9
0x1F85 \x1F05\x03B9
0x1F86 \x1F06\x03B9
0x1F87 \x1F07\x03B9
0x1F88 \x1F00\x03B9
0x1F89 \x1F01\x03B9
0x1F8A \x1F02\x03B9
0x1F8B \x1F03\x03B9
0x1F8C \x1F04\x03B9
0x1F8D \x1F05\x03B9
0x1F8E \x1F06\x03B9
0x1F8F \x1F07\x03B9
0x1F90 \x1F20\x03B9
0x1F91 \x1F21\x03B9
0x1F92 \x1F22\x03B9
0x1F93 \x1F23\x03B9
0x1F94 \x1F24\x03B9
0x1F95 \x1F25\x03B9
0x1F96 \x1F26\x03B9
0x1F97 \x1F27\x03B9
0x1F98 \x1F20\x03B9
0x1F99 \x1F21\x03B9
0x1F9A \x1F22\x03B9
0x1F9B \x1F23\x03B9
0x1F9C \x1F24\x03B9
0x1F9D \x1F25\x03B9
0x1F9E \x1F26\x03B9
0x1F9F \x1F27\x03B9
0x1FA0 \x1F60\x03B9
0x1FA1 \x1F61\x03B9
0x1FA2 \x1F62\x03B9
0x1FA3 \x1F63\x03B9
0x1FA4 \x1F64\x03B9
0x1FA5 \x1F65\x03B9
0x1FA6 \x1F66\x03B9
0x1FA7 \x1F67\x03B9
0x1FA8 \x1F60\x03B9
0x1FA9 \x1F61\x03B9
0x1FAA \x1F62\x03B9
0x1FAB \x1F63\x03B9
0x1FAC \x1F64\x03B9
0x1FAD \x1F65\x03B9
0x1FAE \x1F66\x03B9
0x1FAF \x1F67\x03B9
0x1FB2 \x1F70\x03B9
0x1FB3 \x03B1\x03B9
0x1FB4 \x03AC\x03B9
0x1FB6 \x03B1\x0342
0x1FB7 \x03B1\x0342\x03B9
0x1FBC \x03B1\x03B9
0x1FC2 \x1F74\x03B9
0x1FC3 \x03B7\x03B9
0x1FC4 \x03AE\x03B9
0x1FC6 \x03B7\x0342
0x1FC7 \x03B7\x0342\x03B9
0x1FCC \x03B7\x03B9
0x1FD2 \x03B9\x0308\x0300
0x1FD3 \x03B9\x0308\x0301
0x1FD6 \x03B9\x0342
0x1FD7 \x03B9\x0308\x0342
0x1FE2 \x03C5\x0308\x0300
0x1FE3 \x03C5\x0308\x0301
0x1FE4 \x03C1\x0313
0x1FE6 \x03C5\x0342
0x1FE7 \x03C5\x0308\x0342
0x1FF2 \x1F7C\x03B9
0x1FF3 \x03C9\x03B9
0x1FF4 \x03CE\x03B9
0x1FF6 \x03C9\x0342
0x1FF7 \x03C9\x0342\x03B9
0x1FFC \x03C9\x03B9
0xFB00 \x0066\x0066
0xFB01 \x0066\x0069
0xFB02 \x0066\x006C
0xFB03 \x0066\x0066\x0069
0xFB04 \x0066\x0066\x006C
0xFB05 \x0073\x0074
0xFB06 \x0073\x0074
0xFB13 \x0574\x0576
0xFB14 \x0574\x0565
0xFB15 \x0574\x056B
0xFB16 \x057E\x0576
0xFB17 \x0574\x056D
